Категория;Товар;Название товара;product_name_ua;Цена;Старая цена;Вариант;Ид группы;Код цвета;Артикул;Изображения;Цвет;Сырье;Производитель;Колір;Сировина;Виробник
Женское/Верхняя одежда/дубленки;Дубленка женская 1038 kahve;Дубленка женская 1038;Дублянка жiноча 1038;9599;;3XL;4715;393431;4715-2;476797_1.jpg,476797_2.jpg,476797_3.jpg;KAHVE;jacabo;Турция;кавовий;jacabo;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1038 kahve;Дубленка женская 1038;Дублянка жiноча 1038;9599;;L;4715;393431;4715-2;476797_1.jpg,476797_2.jpg,476797_3.jpg;KAHVE;jacabo;Турция;кавовий;jacabo;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1038 kahve;Дубленка женская 1038;Дублянка жiноча 1038;9599;;M;4715;393431;4715-2;476797_1.jpg,476797_2.jpg,476797_3.jpg;KAHVE;jacabo;Турция;кавовий;jacabo;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1038 kahve;Дубленка женская 1038;Дублянка жiноча 1038;9599;;S;4715;393431;4715-2;476797_1.jpg,476797_2.jpg,476797_3.jpg;KAHVE;jacabo;Турция;кавовий;jacabo;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1038 kahve;Дубленка женская 1038;Дублянка жiноча 1038;9599;;XL;4715;393431;4715-2;476797_1.jpg,476797_2.jpg,476797_3.jpg;KAHVE;jacabo;Турция;кавовий;jacabo;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1038 черная;Дубленка женская 1038;Дублянка жiноча 1038;9999;;2XL;4715;000000;4715-1;477103_1.jpg,477103_2.jpg,477103_3.jpg;черный;jacabo;Турция;чорний;jacabo;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1038 черная;Дубленка женская 1038;Дублянка жiноча 1038;9999;;3XL;4715;000000;4715-1;477103_1.jpg,477103_2.jpg,477103_3.jpg;черный;jacabo;Турция;чорний;jacabo;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1038 черная;Дубленка женская 1038;Дублянка жiноча 1038;9999;;L;4715;000000;4715-1;477103_1.jpg,477103_2.jpg,477103_3.jpg;черный;jacabo;Турция;чорний;jacabo;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1038 черная;Дубленка женская 1038;Дублянка жiноча 1038;9999;;M;4715;000000;4715-1;477103_1.jpg,477103_2.jpg,477103_3.jpg;черный;jacabo;Турция;чорний;jacabo;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1038 черная;Дубленка женская 1038;Дублянка жiноча 1038;9999;;S;4715;000000;4715-1;477103_1.jpg,477103_2.jpg,477103_3.jpg;черный;jacabo;Турция;чорний;jacabo;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1038 черная;Дубленка женская 1038;Дублянка жiноча 1038;9999;;XL;4715;000000;4715-1;477103_1.jpg,477103_2.jpg,477103_3.jpg;черный;jacabo;Турция;чорний;jacabo;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1040 kahve;Дубленка женская 1040;Дублянка жiноча 1040;13950;;2XL;10635;393431;10635-1;505339_1.jpg,505339_2.jpg,505339_3.jpg;KAHVE;лазер;Турция;кавовий;шкiра;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1040 kahve;Дубленка женская 1040;Дублянка жiноча 1040;13999;;L;10635;393431;10635-1;505339_1.jpg,505339_2.jpg,505339_3.jpg;KAHVE;лазер;Турция;кавовий;шкiра;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1040 kahve;Дубленка женская 1040;Дублянка жiноча 1040;13999;;M;10635;393431;10635-1;505339_1.jpg,505339_2.jpg,505339_3.jpg;KAHVE;лазер;Турция;кавовий;шкiра;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1040 kahve;Дубленка женская 1040;Дублянка жiноча 1040;13999;;S;10635;393431;10635-1;505339_1.jpg,505339_2.jpg,505339_3.jpg;KAHVE;лазер;Турция;кавовий;шкiра;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1040 kahve;Дубленка женская 1040;Дублянка жiноча 1040;13999;;XL;10635;393431;10635-1;505339_1.jpg,505339_2.jpg,505339_3.jpg;KAHVE;лазер;Турция;кавовий;шкiра;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1040 kahve;Дубленка женская 1040;Дублянка жiноча 1040;13999;;XS;10635;393431;10635-1;505339_1.jpg,505339_2.jpg,505339_3.jpg;KAHVE;лазер;Турция;кавовий;шкiра;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1053 коричневая;Дубленка женская 1053;Дублянка жiноча 1053;12599;;2XL;7444;181418;7444-2;456139_1.jpg,456139_2.jpg,456139_3.jpg;коричневый;лазер;Турция;коричневий;шкiра;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1053 коричневая;Дубленка женская 1053;Дублянка жiноча 1053;12599;;3XL;7444;181418;7444-2;456139_1.jpg,456139_2.jpg,456139_3.jpg;коричневый;лазер;Турция;коричневий;шкiра;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1053 коричневая;Дубленка женская 1053;Дублянка жiноча 1053;12999;;4XL;7444;181418;7444-2;456139_1.jpg,456139_2.jpg,456139_3.jpg;коричневый;лазер;Турция;коричневий;шкiра;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1053 коричневая;Дубленка женская 1053;Дублянка жiноча 1053;12999;;5XL;7444;181418;7444-2;456139_1.jpg,456139_2.jpg,456139_3.jpg;коричневый;лазер;Турция;коричневий;шкiра;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1053 коричневая;Дубленка женская 1053;Дублянка жiноча 1053;12599;;L;7444;181418;7444-2;456139_1.jpg,456139_2.jpg,456139_3.jpg;коричневый;лазер;Турция;коричневий;шкiра;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1053 коричневая;Дубленка женская 1053;Дублянка жiноча 1053;12599;;M;7444;181418;7444-2;456139_1.jpg,456139_2.jpg,456139_3.jpg;коричневый;лазер;Турция;коричневий;шкiра;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1053 коричневая;Дубленка женская 1053;Дублянка жiноча 1053;12599;;XL;7444;181418;7444-2;456139_1.jpg,456139_2.jpg,456139_3.jpg;коричневый;лазер;Турция;коричневий;шкiра;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1053 черная;Дубленка женская 1053;Дублянка жiноча 1053;12550;;2XL;7444;000000;7444-1;455663_1.jpg,455663_2.jpg,455663_3.jpg;черный;лазер;Турция;чорний;шкiра;Туреччина
